filename,semantic_label,partition,numeric_label,task
08472.png,rialto_bridge,val,2,source
09901.png,petronas_towers,test,1,source
08159.png,st_stephen_cathedral_vienna,val,4,source
08171.png,petronas_towers,val,1,source
09710.png,colosseum,test,0,source
01107_aug_0.png,hagia_sophia,train,6,source
08449.png,st_stephen_cathedral_vienna,val,4,source
02363_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05862_aug_0.png,rialto_bridge,train,2,source
01018_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07702.png,rialto_bridge,val,2,source
03353_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07826.png,berlin_cathedral,val,5,source
02851_aug_0.png,petronas_towers,train,1,source
09783.png,museu_nacional_dart_de_catalunya,test,3,source
08061.png,petronas_towers,val,1,source
09953.png,museu_nacional_dart_de_catalunya,test,3,source
09880.png,colosseum,test,0,source
08680.png,colosseum,test,0,source
08493.png,museu_nacional_dart_de_catalunya,val,3,source
07053.png,museu_nacional_dart_de_catalunya,val,3,source
02573_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02602_aug_0.png,rialto_bridge,train,2,source
07468.png,gaudi_casa_batllo_barcelona,val,7,source
01857_aug_0.png,hagia_sophia,train,6,source
04286_aug_0.png,berlin_cathedral,train,5,source
06320_aug_0.png,colosseum,train,0,source
02470_aug_0.png,colosseum,train,0,source
00572_aug_0.png,rialto_bridge,train,2,source
04182_aug_0.png,rialto_bridge,train,2,source
07968.png,gaudi_casa_batllo_barcelona,val,7,source
09631.png,petronas_towers,test,1,source
01970_aug_0.png,colosseum,train,0,source
04041_aug_0.png,petronas_towers,train,1,source
04709_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06237_aug_0.png,hagia_sophia,train,6,source
05452_aug_0.png,rialto_bridge,train,2,source
06691_aug_0.png,petronas_towers,train,1,source
05397_aug_0.png,hagia_sophia,train,6,source
03441_aug_0.png,petronas_towers,train,1,source
02962_aug_0.png,rialto_bridge,train,2,source
08503.png,museu_nacional_dart_de_catalunya,test,3,source
09358.png,gaudi_casa_batllo_barcelona,test,7,source
02211_aug_0.png,petronas_towers,train,1,source
09062.png,rialto_bridge,test,2,source
00541_aug_0.png,petronas_towers,train,1,source
00883_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07398.png,gaudi_casa_batllo_barcelona,val,7,source
09409.png,st_stephen_cathedral_vienna,test,4,source
08287.png,hagia_sophia,val,6,source
05552_aug_0.png,rialto_bridge,train,2,source
05557_aug_0.png,hagia_sophia,train,6,source
08158.png,gaudi_casa_batllo_barcelona,val,7,source
08147.png,hagia_sophia,val,6,source
09060.png,colosseum,test,0,source
05599_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08382.png,rialto_bridge,val,2,source
03449_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07017.png,hagia_sophia,val,6,source
08052.png,rialto_bridge,val,2,source
08546.png,berlin_cathedral,test,5,source
09881.png,petronas_towers,test,1,source
08283.png,museu_nacional_dart_de_catalunya,val,3,source
04031_aug_0.png,petronas_towers,train,1,source
08479.png,st_stephen_cathedral_vienna,val,4,source
09773.png,museu_nacional_dart_de_catalunya,test,3,source
01339_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08421.png,petronas_towers,val,1,source
05991_aug_0.png,petronas_towers,train,1,source
00901_aug_0.png,petronas_towers,train,1,source
07392.png,rialto_bridge,val,2,source
01898_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03421_aug_0.png,petronas_towers,train,1,source
04956_aug_0.png,berlin_cathedral,train,5,source
07710.png,colosseum,val,0,source
04049_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00430_aug_0.png,colosseum,train,0,source
07788.png,gaudi_casa_batllo_barcelona,val,7,source
04133_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08119.png,st_stephen_cathedral_vienna,val,4,source
00782_aug_0.png,rialto_bridge,train,2,source
02123_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08557.png,hagia_sophia,test,6,source
00481_aug_0.png,petronas_towers,train,1,source
06563_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08243.png,museu_nacional_dart_de_catalunya,val,3,source
06141_aug_0.png,petronas_towers,train,1,source
05432_aug_0.png,rialto_bridge,train,2,source
09946.png,berlin_cathedral,test,5,source
08373.png,museu_nacional_dart_de_catalunya,val,3,source
09850.png,colosseum,test,0,source
07627.png,hagia_sophia,val,6,source
07157.png,hagia_sophia,val,6,source
09137.png,hagia_sophia,test,6,source
06192_aug_0.png,rialto_bridge,train,2,source
08496.png,berlin_cathedral,val,5,source
03171_aug_0.png,petronas_towers,train,1,source
07256.png,berlin_cathedral,val,5,source
05560_aug_0.png,colosseum,train,0,source
08658.png,gaudi_casa_batllo_barcelona,test,7,source
04048_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09279.png,st_stephen_cathedral_vienna,test,4,source
05971_aug_0.png,petronas_towers,train,1,source
08991.png,petronas_towers,test,1,source
08240.png,colosseum,val,0,source
06436_aug_0.png,berlin_cathedral,train,5,source
05399_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09422.png,rialto_bridge,test,2,source
07406.png,berlin_cathedral,val,5,source
03050_aug_0.png,colosseum,train,0,source
08550.png,colosseum,test,0,source
06290_aug_0.png,colosseum,train,0,source
09520.png,colosseum,test,0,source
00991_aug_0.png,petronas_towers,train,1,source
07646.png,berlin_cathedral,val,5,source
09091.png,petronas_towers,test,1,source
06322_aug_0.png,rialto_bridge,train,2,source
00733_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01573_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07796.png,berlin_cathedral,val,5,source
08687.png,hagia_sophia,test,6,source
05428_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05956_aug_0.png,berlin_cathedral,train,5,source
04293_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07841.png,petronas_towers,val,1,source
06412_aug_0.png,rialto_bridge,train,2,source
07578.png,gaudi_casa_batllo_barcelona,val,7,source
09261.png,petronas_towers,test,1,source
00962_aug_0.png,rialto_bridge,train,2,source
01953_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00616_aug_0.png,berlin_cathedral,train,5,source
07783.png,museu_nacional_dart_de_catalunya,val,3,source
08950.png,colosseum,test,0,source
09423.png,museu_nacional_dart_de_catalunya,test,3,source
05268_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08580.png,colosseum,test,0,source
05688_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00742_aug_0.png,rialto_bridge,train,2,source
09992.png,rialto_bridge,test,2,source
09053.png,museu_nacional_dart_de_catalunya,test,3,source
08978.png,gaudi_casa_batllo_barcelona,test,7,source
04473_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08667.png,hagia_sophia,test,6,source
06678_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06557_aug_0.png,hagia_sophia,train,6,source
05928_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08071.png,petronas_towers,val,1,source
09011.png,petronas_towers,test,1,source
09518.png,gaudi_casa_batllo_barcelona,test,7,source
08231.png,petronas_towers,val,1,source
09106.png,berlin_cathedral,test,5,source
08890.png,colosseum,test,0,source
04360_aug_0.png,colosseum,train,0,source
09569.png,st_stephen_cathedral_vienna,test,4,source
06959_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09599.png,st_stephen_cathedral_vienna,test,4,source
03989_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01100_aug_0.png,colosseum,train,0,source
07027.png,hagia_sophia,val,6,source
06303_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09226.png,berlin_cathedral,test,5,source
05468_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09661.png,petronas_towers,test,1,source
00400_aug_0.png,colosseum,train,0,source
09778.png,gaudi_casa_batllo_barcelona,test,7,source
00436_aug_0.png,berlin_cathedral,train,5,source
08101.png,petronas_towers,val,1,source
06923_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09251.png,petronas_towers,test,1,source
06533_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09086.png,berlin_cathedral,test,5,source
08941.png,petronas_towers,test,1,source
08627.png,hagia_sophia,test,6,source
05916_aug_0.png,berlin_cathedral,train,5,source
05652_aug_0.png,rialto_bridge,train,2,source
05426_aug_0.png,berlin_cathedral,train,5,source
01407_aug_0.png,hagia_sophia,train,6,source
07901.png,petronas_towers,val,1,source
08420.png,colosseum,val,0,source
09127.png,hagia_sophia,test,6,source
08006.png,berlin_cathedral,val,5,source
06423_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08120.png,colosseum,val,0,source
08468.png,gaudi_casa_batllo_barcelona,val,7,source
00016_aug_0.png,berlin_cathedral,train,5,source
09841.png,petronas_towers,test,1,source
07386.png,berlin_cathedral,val,5,source
07932.png,rialto_bridge,val,2,source
00306_aug_0.png,berlin_cathedral,train,5,source
08662.png,rialto_bridge,test,2,source
08172.png,rialto_bridge,val,2,source
08218.png,gaudi_casa_batllo_barcelona,val,7,source
03067_aug_0.png,hagia_sophia,train,6,source
05663_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05216_aug_0.png,berlin_cathedral,train,5,source
05650_aug_0.png,colosseum,train,0,source
02209_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00963_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03771_aug_0.png,petronas_towers,train,1,source
09183.png,museu_nacional_dart_de_catalunya,test,3,source
04759_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08553.png,museu_nacional_dart_de_catalunya,test,3,source
05890_aug_0.png,colosseum,train,0,source
09098.png,gaudi_casa_batllo_barcelona,test,7,source
08501.png,petronas_towers,test,1,source
08413.png,museu_nacional_dart_de_catalunya,val,3,source
08113.png,museu_nacional_dart_de_catalunya,val,3,source
04501_aug_0.png,petronas_towers,train,1,source
09300.png,colosseum,test,0,source
05427_aug_0.png,hagia_sophia,train,6,source
04032_aug_0.png,rialto_bridge,train,2,source
08763.png,museu_nacional_dart_de_catalunya,test,3,source
05922_aug_0.png,rialto_bridge,train,2,source
02506_aug_0.png,berlin_cathedral,train,5,source
07432.png,rialto_bridge,val,2,source
05116_aug_0.png,berlin_cathedral,train,5,source
07237.png,hagia_sophia,val,6,source
08476.png,berlin_cathedral,val,5,source
05100_aug_0.png,colosseum,train,0,source
02163_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07396.png,berlin_cathedral,val,5,source
08149.png,st_stephen_cathedral_vienna,val,4,source
04841_aug_0.png,petronas_towers,train,1,source
05359_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04869_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03187_aug_0.png,hagia_sophia,train,6,source
06362_aug_0.png,rialto_bridge,train,2,source
04352_aug_0.png,rialto_bridge,train,2,source
02810_aug_0.png,colosseum,train,0,source
05141_aug_0.png,petronas_towers,train,1,source
00536_aug_0.png,berlin_cathedral,train,5,source
05766_aug_0.png,berlin_cathedral,train,5,source
01441_aug_0.png,petronas_towers,train,1,source
02991_aug_0.png,petronas_towers,train,1,source
05841_aug_0.png,petronas_towers,train,1,source
07952.png,rialto_bridge,val,2,source
01499_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07962.png,rialto_bridge,val,2,source
00022_aug_0.png,rialto_bridge,train,2,source
07993.png,museu_nacional_dart_de_catalunya,val,3,source
07990.png,colosseum,val,0,source
06242_aug_0.png,rialto_bridge,train,2,source
09466.png,berlin_cathedral,test,5,source
07382.png,rialto_bridge,val,2,source
08813.png,museu_nacional_dart_de_catalunya,test,3,source
08837.png,hagia_sophia,test,6,source
09263.png,museu_nacional_dart_de_catalunya,test,3,source
09822.png,rialto_bridge,test,2,source
00053_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08609.png,st_stephen_cathedral_vienna,test,4,source
09986.png,berlin_cathedral,test,5,source
09023.png,museu_nacional_dart_de_catalunya,test,3,source
01820_aug_0.png,colosseum,train,0,source
03197_aug_0.png,hagia_sophia,train,6,source
05171_aug_0.png,petronas_towers,train,1,source
07143.png,museu_nacional_dart_de_catalunya,val,3,source
02217_aug_0.png,hagia_sophia,train,6,source
09509.png,st_stephen_cathedral_vienna,test,4,source
09369.png,st_stephen_cathedral_vienna,test,4,source
03540_aug_0.png,colosseum,train,0,source
01706_aug_0.png,berlin_cathedral,train,5,source
05989_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09492.png,rialto_bridge,test,2,source
04259_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01826_aug_0.png,berlin_cathedral,train,5,source
01010_aug_0.png,colosseum,train,0,source
07160.png,colosseum,val,0,source
04740_aug_0.png,colosseum,train,0,source
02963_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09980.png,colosseum,test,0,source
02917_aug_0.png,hagia_sophia,train,6,source
01687_aug_0.png,hagia_sophia,train,6,source
08798.png,gaudi_casa_batllo_barcelona,test,7,source
09020.png,colosseum,test,0,source
07769.png,st_stephen_cathedral_vienna,val,4,source
09346.png,berlin_cathedral,test,5,source
03731_aug_0.png,petronas_towers,train,1,source
07283.png,museu_nacional_dart_de_catalunya,val,3,source
00072_aug_0.png,rialto_bridge,train,2,source
08583.png,museu_nacional_dart_de_catalunya,test,3,source
04897_aug_0.png,hagia_sophia,train,6,source
06337_aug_0.png,hagia_sophia,train,6,source
06696_aug_0.png,berlin_cathedral,train,5,source
04671_aug_0.png,petronas_towers,train,1,source
06996_aug_0.png,berlin_cathedral,train,5,source
00558_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09180.png,colosseum,test,0,source
02233_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07296.png,berlin_cathedral,val,5,source
01541_aug_0.png,petronas_towers,train,1,source
03389_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07327.png,hagia_sophia,val,6,source
08753.png,museu_nacional_dart_de_catalunya,test,3,source
07522.png,rialto_bridge,val,2,source
09552.png,rialto_bridge,test,2,source
02179_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03172_aug_0.png,rialto_bridge,train,2,source
03652_aug_0.png,rialto_bridge,train,2,source
09870.png,colosseum,test,0,source
07611.png,petronas_towers,val,1,source
09803.png,museu_nacional_dart_de_catalunya,test,3,source
06649_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02058_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08728.png,gaudi_casa_batllo_barcelona,test,7,source
08489.png,st_stephen_cathedral_vienna,val,4,source
08412.png,rialto_bridge,val,2,source
01072_aug_0.png,rialto_bridge,train,2,source
08807.png,hagia_sophia,test,6,source
01337_aug_0.png,hagia_sophia,train,6,source
07098.png,gaudi_casa_batllo_barcelona,val,7,source
00752_aug_0.png,rialto_bridge,train,2,source
08137.png,hagia_sophia,val,6,source
05112_aug_0.png,rialto_bridge,train,2,source
09588.png,gaudi_casa_batllo_barcelona,test,7,source
02356_aug_0.png,berlin_cathedral,train,5,source
07808.png,gaudi_casa_batllo_barcelona,val,7,source
03087_aug_0.png,hagia_sophia,train,6,source
08090.png,colosseum,val,0,source
06417_aug_0.png,hagia_sophia,train,6,source
09483.png,museu_nacional_dart_de_catalunya,test,3,source
03839_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07966.png,berlin_cathedral,val,5,source
03442_aug_0.png,rialto_bridge,train,2,source
07441.png,petronas_towers,val,1,source
07677.png,hagia_sophia,val,6,source
09679.png,st_stephen_cathedral_vienna,test,4,source
03657_aug_0.png,hagia_sophia,train,6,source
08097.png,hagia_sophia,val,6,source
08869.png,st_stephen_cathedral_vienna,test,4,source
04528_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07289.png,st_stephen_cathedral_vienna,val,4,source
03583_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05300_aug_0.png,colosseum,train,0,source
06176_aug_0.png,berlin_cathedral,train,5,source
07319.png,st_stephen_cathedral_vienna,val,4,source
07372.png,rialto_bridge,val,2,source
00213_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09247.png,hagia_sophia,test,6,source
08086.png,berlin_cathedral,val,5,source
06842_aug_0.png,rialto_bridge,train,2,source
01908_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
03290_aug_0.png,colosseum,train,0,source
01773_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08849.png,st_stephen_cathedral_vienna,test,4,source
07936.png,berlin_cathedral,val,5,source
07570.png,colosseum,val,0,source
07572.png,rialto_bridge,val,2,source
04640_aug_0.png,colosseum,train,0,source
09926.png,berlin_cathedral,test,5,source
08863.png,museu_nacional_dart_de_catalunya,test,3,source
01251_aug_0.png,petronas_towers,train,1,source
06762_aug_0.png,rialto_bridge,train,2,source
07678.png,gaudi_casa_batllo_barcelona,val,7,source
02760_aug_0.png,colosseum,train,0,source
09237.png,hagia_sophia,test,6,source
00867_aug_0.png,hagia_sophia,train,6,source
06317_aug_0.png,hagia_sophia,train,6,source
05210_aug_0.png,colosseum,train,0,source
09099.png,st_stephen_cathedral_vienna,test,4,source
06447_aug_0.png,hagia_sophia,train,6,source
09316.png,berlin_cathedral,test,5,source
05239_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04267_aug_0.png,hagia_sophia,train,6,source
07341.png,petronas_towers,val,1,source
07601.png,petronas_towers,val,1,source
09972.png,rialto_bridge,test,2,source
05446_aug_0.png,berlin_cathedral,train,5,source
04742_aug_0.png,rialto_bridge,train,2,source
00117_aug_0.png,hagia_sophia,train,6,source
07720.png,colosseum,val,0,source
02961_aug_0.png,petronas_towers,train,1,source
08908.png,gaudi_casa_batllo_barcelona,test,7,source
08451.png,petronas_towers,val,1,source
01520_aug_0.png,colosseum,train,0,source
07192.png,rialto_bridge,val,2,source
01119_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09172.png,rialto_bridge,test,2,source
05640_aug_0.png,colosseum,train,0,source
08157.png,hagia_sophia,val,6,source
03329_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01580_aug_0.png,colosseum,train,0,source
00866_aug_0.png,berlin_cathedral,train,5,source
01393_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08558.png,gaudi_casa_batllo_barcelona,test,7,source
05893_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08151.png,petronas_towers,val,1,source
08467.png,hagia_sophia,val,6,source
05880_aug_0.png,colosseum,train,0,source
07820.png,colosseum,val,0,source
05689_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01628_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05387_aug_0.png,hagia_sophia,train,6,source
08078.png,gaudi_casa_batllo_barcelona,val,7,source
01288_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07779.png,st_stephen_cathedral_vienna,val,4,source
07338.png,gaudi_casa_batllo_barcelona,val,7,source
06090_aug_0.png,colosseum,train,0,source
00257_aug_0.png,hagia_sophia,train,6,source
00527_aug_0.png,hagia_sophia,train,6,source
07623.png,museu_nacional_dart_de_catalunya,val,3,source
00620_aug_0.png,colosseum,train,0,source
06683_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09591.png,petronas_towers,test,1,source
00732_aug_0.png,rialto_bridge,train,2,source
05848_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09851.png,petronas_towers,test,1,source
07980.png,colosseum,val,0,source
04456_aug_0.png,berlin_cathedral,train,5,source
07802.png,rialto_bridge,val,2,source
08139.png,st_stephen_cathedral_vienna,val,4,source
01650_aug_0.png,colosseum,train,0,source
00073_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09191.png,petronas_towers,test,1,source
02971_aug_0.png,petronas_towers,train,1,source
08267.png,hagia_sophia,val,6,source
07999.png,st_stephen_cathedral_vienna,val,4,source
07431.png,petronas_towers,val,1,source
07692.png,rialto_bridge,val,2,source
04963_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05339_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04149_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02451_aug_0.png,petronas_towers,train,1,source
07848.png,gaudi_casa_batllo_barcelona,val,7,source
07076.png,berlin_cathedral,val,5,source
05258_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08640.png,colosseum,test,0,source
04281_aug_0.png,petronas_towers,train,1,source
09557.png,hagia_sophia,test,6,source
05467_aug_0.png,hagia_sophia,train,6,source
01899_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07153.png,museu_nacional_dart_de_catalunya,val,3,source
07888.png,gaudi_casa_batllo_barcelona,val,7,source
07508.png,gaudi_casa_batllo_barcelona,val,7,source
01369_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01210_aug_0.png,colosseum,train,0,source
09050.png,colosseum,test,0,source
08408.png,gaudi_casa_batllo_barcelona,val,7,source
09203.png,museu_nacional_dart_de_catalunya,test,3,source
07896.png,berlin_cathedral,val,5,source
07478.png,gaudi_casa_batllo_barcelona,val,7,source
08853.png,museu_nacional_dart_de_catalunya,test,3,source
05908_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08562.png,rialto_bridge,test,2,source
01761_aug_0.png,petronas_towers,train,1,source
02622_aug_0.png,rialto_bridge,train,2,source
03646_aug_0.png,berlin_cathedral,train,5,source
05461_aug_0.png,petronas_towers,train,1,source
05327_aug_0.png,hagia_sophia,train,6,source
08141.png,petronas_towers,val,1,source
04243_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07650.png,colosseum,val,0,source
06350_aug_0.png,colosseum,train,0,source
04128_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08013.png,museu_nacional_dart_de_catalunya,val,3,source
06689_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07037.png,hagia_sophia,val,6,source
00283_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07279.png,st_stephen_cathedral_vienna,val,4,source
04072_aug_0.png,rialto_bridge,train,2,source
08979.png,st_stephen_cathedral_vienna,test,4,source
00769_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00693_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09566.png,berlin_cathedral,test,5,source
02940_aug_0.png,colosseum,train,0,source
09770.png,colosseum,test,0,source
09393.png,museu_nacional_dart_de_catalunya,test,3,source
03210_aug_0.png,colosseum,train,0,source
00712_aug_0.png,rialto_bridge,train,2,source
02271_aug_0.png,petronas_towers,train,1,source
08896.png,berlin_cathedral,test,5,source
08992.png,rialto_bridge,test,2,source
08840.png,colosseum,test,0,source
09163.png,museu_nacional_dart_de_catalunya,test,3,source
07450.png,colosseum,val,0,source
03533_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08322.png,rialto_bridge,val,2,source
09336.png,berlin_cathedral,test,5,source
04608_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07122.png,rialto_bridge,val,2,source
07198.png,gaudi_casa_batllo_barcelona,val,7,source
01026_aug_0.png,berlin_cathedral,train,5,source
03917_aug_0.png,hagia_sophia,train,6,source
08059.png,st_stephen_cathedral_vienna,val,4,source
06371_aug_0.png,petronas_towers,train,1,source
07717.png,hagia_sophia,val,6,source
07989.png,st_stephen_cathedral_vienna,val,4,source
09090.png,colosseum,test,0,source
09577.png,hagia_sophia,test,6,source
08559.png,st_stephen_cathedral_vienna,test,4,source
07532.png,rialto_bridge,val,2,source
09596.png,berlin_cathedral,test,5,source
02671_aug_0.png,petronas_towers,train,1,source
05571_aug_0.png,petronas_towers,train,1,source
00730_aug_0.png,colosseum,train,0,source
03690_aug_0.png,colosseum,train,0,source
04116_aug_0.png,berlin_cathedral,train,5,source
09350.png,colosseum,test,0,source
07688.png,gaudi_casa_batllo_barcelona,val,7,source
00589_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09052.png,rialto_bridge,test,2,source
08180.png,colosseum,val,0,source
09896.png,berlin_cathedral,test,5,source
09748.png,gaudi_casa_batllo_barcelona,test,7,source
05568_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04268_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08599.png,st_stephen_cathedral_vienna,test,4,source
09528.png,gaudi_casa_batllo_barcelona,test,7,source
02598_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09811.png,petronas_towers,test,1,source
04093_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07900.png,colosseum,val,0,source
09343.png,museu_nacional_dart_de_catalunya,test,3,source
07463.png,museu_nacional_dart_de_catalunya,val,3,source
09550.png,colosseum,test,0,source
08948.png,gaudi_casa_batllo_barcelona,test,7,source
03526_aug_0.png,berlin_cathedral,train,5,source
09949.png,st_stephen_cathedral_vienna,test,4,source
07189.png,st_stephen_cathedral_vienna,val,4,source
03538_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07502.png,rialto_bridge,val,2,source
09637.png,hagia_sophia,test,6,source
03491_aug_0.png,petronas_towers,train,1,source
08087.png,hagia_sophia,val,6,source
02683_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03503_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03443_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04309_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05641_aug_0.png,petronas_towers,train,1,source
04067_aug_0.png,hagia_sophia,train,6,source
07249.png,st_stephen_cathedral_vienna,val,4,source
06920_aug_0.png,colosseum,train,0,source
03030_aug_0.png,colosseum,train,0,source
08689.png,st_stephen_cathedral_vienna,test,4,source
08789.png,st_stephen_cathedral_vienna,test,4,source
08189.png,st_stephen_cathedral_vienna,val,4,source
08156.png,berlin_cathedral,val,5,source
08793.png,museu_nacional_dart_de_catalunya,test,3,source
09671.png,petronas_towers,test,1,source
00438_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00412_aug_0.png,rialto_bridge,train,2,source
09688.png,gaudi_casa_batllo_barcelona,test,7,source
03460_aug_0.png,colosseum,train,0,source
07869.png,st_stephen_cathedral_vienna,val,4,source
07706.png,berlin_cathedral,val,5,source
00469_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06679_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01421_aug_0.png,petronas_towers,train,1,source
08121.png,petronas_towers,val,1,source
06707_aug_0.png,hagia_sophia,train,6,source
02432_aug_0.png,rialto_bridge,train,2,source
07009.png,st_stephen_cathedral_vienna,val,4,source
03708_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07633.png,museu_nacional_dart_de_catalunya,val,3,source
08259.png,st_stephen_cathedral_vienna,val,4,source
08453.png,museu_nacional_dart_de_catalunya,val,3,source
07956.png,berlin_cathedral,val,5,source
07429.png,st_stephen_cathedral_vienna,val,4,source
08919.png,st_stephen_cathedral_vienna,test,4,source
02183_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07778.png,gaudi_casa_batllo_barcelona,val,7,source
09063.png,museu_nacional_dart_de_catalunya,test,3,source
08260.png,colosseum,val,0,source
07343.png,museu_nacional_dart_de_catalunya,val,3,source
08029.png,st_stephen_cathedral_vienna,val,4,source
08536.png,berlin_cathedral,test,5,source
02887_aug_0.png,hagia_sophia,train,6,source
00143_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07750.png,colosseum,val,0,source
08062.png,rialto_bridge,val,2,source
02789_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08176.png,berlin_cathedral,val,5,source
09499.png,st_stephen_cathedral_vienna,test,4,source
05023_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07302.png,rialto_bridge,val,2,source
02507_aug_0.png,hagia_sophia,train,6,source
07523.png,museu_nacional_dart_de_catalunya,val,3,source
08397.png,hagia_sophia,val,6,source
